County Name,COL Score
"Butler County, Kentucky",80
"Larue County, Kentucky",80
"Elliott County, Kentucky",79
"Washington County, Kentucky",79
"Barren County, Kentucky",79
"Breckinridge County, Kentucky",79
"Grayson County, Kentucky",79
"Martin County, Kentucky",79
"Ballard County, Kentucky",79
"Christian County, Kentucky",79
"Logan County, Kentucky",79
"Morgan County, Kentucky",78
"McCracken County, Kentucky",78
"Hart County, Kentucky",78
"Lawrence County, Kentucky",78
"Montgomery County, Kentucky",78
"Todd County, Kentucky",78
"Edmonson County, Kentucky",78
"Nicholas County, Kentucky",78
"Magoffin County, Kentucky",78
"Rowan County, Kentucky",78
"Fleming County, Kentucky",78
"Livingston County, Kentucky",77
"Lincoln County, Kentucky",77
"Menifee County, Kentucky",77
"Carlisle County, Kentucky",77
"Lee County, Kentucky",77
"Greenup County, Kentucky",77
"Pike County, Kentucky",77
"Pulaski County, Kentucky",77
"Carter County, Kentucky",76
"Boyd County, Kentucky",76
"Ohio County, Kentucky",76
"Graves County, Kentucky",76
"Estill County, Kentucky",76
"Jackson County, Kentucky",76
"Marshall County, Kentucky",76
"Marion County, Kentucky",76
"Carroll County, Kentucky",76
"Green County, Kentucky",76
"Lewis County, Kentucky",76
"Powell County, Kentucky",76
"Crittenden County, Kentucky",76
"Calloway County, Kentucky",76
"Owsley County, Kentucky",75
"Webster County, Kentucky",75
"Casey County, Kentucky",75
"Laurel County, Kentucky",75
"Leslie County, Kentucky",75
"Adair County, Kentucky",75
"Knott County, Kentucky",75
"Hopkins County, Kentucky",75
"Russell County, Kentucky",75
"Rockcastle County, Kentucky",75
"Wolfe County, Kentucky",75
"Metcalfe County, Kentucky",75
"Floyd County, Kentucky",74
"West Feliciana County, Louisiana",105
"Plaquemines County, Louisiana",103
"Ascension County, Louisiana",99
"St. Charles County, Louisiana",97
"Orleans County, Louisiana",96
"West Baton Rouge County, Louisiana",96
"St. Tammany County, Louisiana",96
"Livingston County, Louisiana",94
"Jefferson County, Louisiana",93
"East Feliciana County, Louisiana",93
"East Baton Rouge County, Louisiana",92
"Lafayette County, Louisiana",90
"Pointe Coupee County, Louisiana",90
"St. James County, Louisiana",90
"St. Bernard County, Louisiana",89
"St. John the Baptist County, Louisiana",89
"Tangipahoa County, Louisiana",88
"Bossier County, Louisiana",87
"St. Helena County, Louisiana",87
"Terrebonne County, Louisiana",86
"Cameron County, Louisiana",85
"Lincoln County, Louisiana",84
"Lafourche County, Louisiana",84
"Calcasieu County, Louisiana",84
"Iberville County, Louisiana",84
"St. Martin County, Louisiana",84
"Rapides County, Louisiana",83
"Caddo County, Louisiana",83
"Iberia County, Louisiana",82
"Union County, Louisiana",82
"Grant County, Louisiana",82
"Ouachita County, Louisiana",81
"Natchitoches County, Louisiana",81
"Beauregard County, Louisiana",80
"Assumption County, Louisiana",80
"Acadia County, Louisiana",80
"LaSalle County, Louisiana",79
"Avoyelles County, Louisiana",78
"De Soto County, Louisiana",78
"Vermilion County, Louisiana",78
"Red River County, Louisiana",78
"St. Landry County, Louisiana",77
"Sabine County, Louisiana",77
"Vernon County, Louisiana",77
"Washington County, Louisiana",77
"Allen County, Louisiana",76
"Jefferson Davis County, Louisiana",76
"Jackson County, Louisiana",75
"Catahoula County, Louisiana",75
"Caldwell County, Louisiana",75
"St. Mary County, Louisiana",75
"Bienville County, Louisiana",74
"West Carroll County, Louisiana",74
"Morehouse County, Louisiana",74
"Richland County, Louisiana",74
"Winn County, Louisiana",73
"Evangeline County, Louisiana",73
"Webster County, Louisiana",73
"Concordia County, Louisiana",72
"Franklin County, Louisiana",71
"Claiborne County, Louisiana",71
"Tensas County, Louisiana",70
"East Carroll County, Louisiana",65
"Madison County, Louisiana",64
"Nantucket County, Massachusetts",278
"Dukes County, Massachusetts",175
"Suffolk County, Massachusetts",154
"Middlesex County, Massachusetts",146
"Norfolk County, Massachusetts",145
"Essex County, Massachusetts",130
"Plymouth County, Massachusetts",129
"Barnstable County, Massachusetts",129
"Bristol County, Massachusetts",110
"Worcester County, Massachusetts",108
"Hampshire County, Massachusetts",103
"Hampden County, Massachusetts",95
"Franklin County, Massachusetts",95
"Berkshire County, Massachusetts",94
"Montgomery County, Maryland",139
"Howard County, Maryland",135
"Calvert County, Maryland",124
"Queen Anne's County, Maryland",122
"Prince George's County, Maryland",121
"Anne Arundel County, Maryland",119
"Carroll County, Maryland",115
"Charles County, Maryland",115
"Frederick County, Maryland",113
"St. Mary's County, Maryland",111
"Harford County, Maryland",109
"Talbot County, Maryland",109
"Cecil County, Maryland",106
"Baltimore County, Maryland",106
"Worcester County, Maryland",104
"Kent County, Maryland",95
"Washington County, Maryland",95
"Caroline County, Maryland",93
"Baltimore city County, Maryland",89
"Wicomico County, Maryland",89
"Garrett County, Maryland",87
"Dorchester County, Maryland",86
"Somerset County, Maryland",81
"Allegany County, Maryland",77
"Cumberland County, Maine",109
"York County, Maine",108
"Hancock County, Maine",103
"Lincoln County, Maine",102
"Sagadahoc County, Maine",96
"Knox County, Maine",94
"Waldo County, Maine",93
"Androscoggin County, Maine",89
"Franklin County, Maine",88
"Piscataquis County, Maine",86
"Penobscot County, Maine",85
"Kennebec County, Maine",85
"Oxford County, Maine",85
"Washington County, Maine",83
"Aroostook County, Maine",80
"Somerset County, Maine",80
"Livingston County, Michigan",111
"Washtenaw County, Michigan",108
"Oakland County, Michigan",107
"Leelanau County, Michigan",104
"Macomb County, Michigan",97
"Lapeer County, Michigan",96
"Grand Traverse County, Michigan",95
"Ottawa County, Michigan",95
"Kent County, Michigan",93
"Clinton County, Michigan",92
"Allegan County, Michigan",91
"Barry County, Michigan",91
"Monroe County, Michigan",91
"Benzie County, Michigan",90
"St. Clair County, Michigan",90
"Charlevoix County, Michigan",88
"Wayne County, Michigan",88
"Isabella County, Michigan",87
"Eaton County, Michigan",87
"Marquette County, Michigan",87
"Emmet County, Michigan",87
"Antrim County, Michigan",86
"Kalamazoo County, Michigan",86
"Alger County, Michigan",85
"Van Buren County, Michigan",85
"Jackson County, Michigan",85
"Berrien County, Michigan",84
"Midland County, Michigan",84
"Cass County, Michigan",84
"Genesee County, Michigan",84
"Lenawee County, Michigan",84
"Ingham County, Michigan",83
"Mackinac County, Michigan",83
"Keweenaw County, Michigan",83
"Ionia County, Michigan",82
"Montcalm County, Michigan",82
"Muskegon County, Michigan",82
"Shiawassee County, Michigan",82
"Saginaw County, Michigan",82
"Schoolcraft County, Michigan",82
"Hillsdale County, Michigan",82
"Menominee County, Michigan",81
"Sanilac County, Michigan",81
"St. Joseph County, Michigan",81
"Houghton County, Michigan",81
"Cheboygan County, Michigan",81
"Montmorency County, Michigan",80
"Missaukee County, Michigan",80
"Calhoun County, Michigan",80
"Delta County, Michigan",80
"Dickinson County, Michigan",80
"Manistee County, Michigan",80
"Otsego County, Michigan",79
"Baraga County, Michigan",79
"Alcona County, Michigan",79
"Kalkaska County, Michigan",79
"Iron County, Michigan",79
"Gladwin County, Michigan",79
"Mecosta County, Michigan",79
"Newaygo County, Michigan",79
"Ontonagon County, Michigan",78
"Branch County, Michigan",78
"Bay County, Michigan",78
"Mason County, Michigan",78
"Luce County, Michigan",77
"Roscommon County, Michigan",77
"Presque Isle County, Michigan",77
"Wexford County, Michigan",77
"Oceana County, Michigan",77
"Gogebic County, Michigan",77
"Clare County, Michigan",76
"Tuscola County, Michigan",76
"Osceola County, Michigan",76
"Huron County, Michigan",76
"Ogemaw County, Michigan",75
"Gratiot County, Michigan",75
"Crawford County, Michigan",75
"Iosco County, Michigan",74
"Arenac County, Michigan",74
"Lake County, Michigan",74
"Chippewa County, Michigan",74
"Alpena County, Michigan",73
"Oscoda County, Michigan",72
"Carver County, Minnesota",115
"Washington County, Minnesota",111
"Scott County, Minnesota",109
"Hennepin County, Minnesota",108
"Dakota County, Minnesota",107
"Wright County, Minnesota",105
"Sherburne County, Minnesota",105
"Anoka County, Minnesota",104
"Chisago County, Minnesota",103
"Ramsey County, Minnesota",103
"Cook County, Minnesota",99
"Isanti County, Minnesota",98
"Olmsted County, Minnesota",95
"Rice County, Minnesota",94
"Le Sueur County, Minnesota",94
"Dodge County, Minnesota",93
"Wabasha County, Minnesota",93
"Mille Lacs County, Minnesota",93
"Goodhue County, Minnesota",91
"Sibley County, Minnesota",91
"Nicollet County, Minnesota",90
"Becker County, Minnesota",90
"Clay County, Minnesota",89
"Benton County, Minnesota",89
"Douglas County, Minnesota",89
"Stearns County, Minnesota",89
"Morrison County, Minnesota",89
"Blue Earth County, Minnesota",88
"Houston County, Minnesota",88
"Hubbard County, Minnesota",88
"Kanabec County, Minnesota",87
"Pope County, Minnesota",87
"Carlton County, Minnesota",87
"Fillmore County, Minnesota",86
"Lake County, Minnesota",86
"Pine County, Minnesota",86
"Otter Tail County, Minnesota",86
"Polk County, Minnesota",85
"Waseca County, Minnesota",85
"Cass County, Minnesota",85
"Crow Wing County, Minnesota",85
"Steele County, Minnesota",84
"Aitkin County, Minnesota",84
"McLeod County, Minnesota",84
"Winona County, Minnesota",84
"Meeker County, Minnesota",83
"Kandiyohi County, Minnesota",83
"St. Louis County, Minnesota",83
"Lake of the Woods County, Minnesota",81
"Stevens County, Minnesota",81
"Rock County, Minnesota",81
"Brown County, Minnesota",81
"Beltrami County, Minnesota",81
"Itasca County, Minnesota",81
"Pennington County, Minnesota",79
"Grant County, Minnesota",78
"Roseau County, Minnesota",78
"Wilkin County, Minnesota",78
"Marshall County, Minnesota",78
"Murray County, Minnesota",78
"Red Lake County, Minnesota",77
"Jackson County, Minnesota",77
"Nobles County, Minnesota",77
"Todd County, Minnesota",77
"Renville County, Minnesota",77
"Lyon County, Minnesota",76
"Clearwater County, Minnesota",76
"Freeborn County, Minnesota",76
"Swift County, Minnesota",76
"Yellow Medicine County, Minnesota",76
"Lincoln County, Minnesota",76
"Big Stone County, Minnesota",75
"Redwood County, Minnesota",75
"Mower County, Minnesota",75
"Watonwan County, Minnesota",75
"Faribault County, Minnesota",75
"Norman County, Minnesota",75
"Pipestone County, Minnesota",74
"Mahnomen County, Minnesota",74
"Martin County, Minnesota",74
"Cottonwood County, Minnesota",73
"Traverse County, Minnesota",72
"Wadena County, Minnesota",72
"Lac qui Parle County, Minnesota",72
"Kittson County, Minnesota",72
"Koochiching County, Minnesota",72
"Chippewa County, Minnesota",70
"Platte County, Missouri",100
"St. Charles County, Missouri",98
"Cass County, Missouri",94
"Jefferson County, Missouri",93
"Clay County, Missouri",93
"St. Louis County, Missouri",92
"Camden County, Missouri",92
"Lincoln County, Missouri",91
"Christian County, Missouri",91
"Clinton County, Missouri",91
"Franklin County, Missouri",90
"Warren County, Missouri",90
"Osage County, Missouri",88
"Webster County, Missouri",88
"Ray County, Missouri",88
"Boone County, Missouri",87
"Andrew County, Missouri",87
"Ste. Genevieve County, Missouri",86
"Callaway County, Missouri",86
"Caldwell County, Missouri",86
"Jackson County, Missouri",86
"DeKalb County, Missouri",86
"Stone County, Missouri",86
"Johnson County, Missouri",86
"Cape Girardeau County, Missouri",86
"Polk County, Missouri",86
"Dallas County, Missouri",85
"Cole County, Missouri",85
"Lafayette County, Missouri",85
"Greene County, Missouri",84
"Perry County, Missouri",84
"Pulaski County, Missouri",84
"Crawford County, Missouri",84
"Maries County, Missouri",84
"Pike County, Missouri",84
"Gasconade County, Missouri",83
"Ralls County, Missouri",83
"St. Louis city County, Missouri",83
"Miller County, Missouri",83
"Moniteau County, Missouri",82
"Newton County, Missouri",82
"Cooper County, Missouri",82
"Daviess County, Missouri",82
"Bates County, Missouri",82
"Taney County, Missouri",82
"Phelps County, Missouri",82
"Bollinger County, Missouri",82
"Howard County, Missouri",81
"St. Clair County, Missouri",80
"Benton County, Missouri",80
"Morgan County, Missouri",80
"Dent County, Missouri",80
"Macon County, Missouri",80
"Marion County, Missouri",80
"Montgomery County, Missouri",80
"Lewis County, Missouri",79
"Barry County, Missouri",79
"McDonald County, Missouri",79
"Monroe County, Missouri",79
"Shannon County, Missouri",79
"Nodaway County, Missouri",79
"St. Francois County, Missouri",79
"Cedar County, Missouri",79
"Butler County, Missouri",79
"Jasper County, Missouri",79
"Laclede County, Missouri",78
"Washington County, Missouri",78
"Dade County, Missouri",78
"Douglas County, Missouri",78
"Buchanan County, Missouri",78
"Texas County, Missouri",78
"Adair County, Missouri",78
"Howell County, Missouri",78
"Holt County, Missouri",78
"Carter County, Missouri",77
"Iron County, Missouri",77
"Ripley County, Missouri",77
"Reynolds County, Missouri",77
"Scott County, Missouri",77
"Hickory County, Missouri",77
"Barton County, Missouri",76
"Livingston County, Missouri",76
"Ozark County, Missouri",76
"Scotland County, Missouri",76
"Lawrence County, Missouri",76
"Audrain County, Missouri",76
"Henry County, Missouri",76
"Madison County, Missouri",76
"Clark County, Missouri",76
"Randolph County, Missouri",76
"Schuyler County, Missouri",76
"Atchison County, Missouri",75
"Wright County, Missouri",75
"Putnam County, Missouri",75
"Stoddard County, Missouri",75
"Saline County, Missouri",75
"Linn County, Missouri",75
"Knox County, Missouri",75
"Wayne County, Missouri",75
"Chariton County, Missouri",74
"Madison County, Mississippi",97
"Lamar County, Mississippi",92
"DeSoto County, Mississippi",91
"Rankin County, Mississippi",91
"Lafayette County, Mississippi",89
"Hancock County, Mississippi",88
"Oktibbeha County, Mississippi",87
"Tate County, Mississippi",86
"Pearl River County, Mississippi",86
"George County, Mississippi",85
"Jackson County, Mississippi",85
"Harrison County, Mississippi",84
"Union County, Mississippi",84
"Simpson County, Mississippi",84
"Stone County, Mississippi",82
"Perry County, Mississippi",82
"Warren County, Mississippi",82
"Forrest County, Mississippi",82
"Smith County, Mississippi",81
"Franklin County, Mississippi",81
"Hinds County, Mississippi",81
"Marshall County, Mississippi",81
"Walthall County, Mississippi",80
"Greene County, Mississippi",80
"Lincoln County, Mississippi",80
"Marion County, Mississippi",80
"Lowndes County, Mississippi",79
"Lee County, Mississippi",79
"Tunica County, Mississippi",79
"Lawrence County, Mississippi",79
"Carroll County, Mississippi",79
"Benton County, Mississippi",79
"Jones County, Mississippi",79
"Jefferson Davis County, Mississippi",78
"Newton County, Mississippi",78
"Neshoba County, Mississippi",78
"Wayne County, Mississippi",78
"Amite County, Mississippi",78
"Attala County, Mississippi",78
"Webster County, Mississippi",78
"Yazoo County, Mississippi",77
"Jasper County, Mississippi",77
"Tippah County, Mississippi",77
"Pontotoc County, Mississippi",77
"Clarke County, Mississippi",77
"Covington County, Mississippi",77
"Copiah County, Mississippi",77
"Adams County, Mississippi",76
"Choctaw County, Mississippi",76
"Pike County, Mississippi",76
"Lauderdale County, Mississippi",76
"Leake County, Mississippi",76
"Panola County, Mississippi",76
"Kemper County, Mississippi",76
"Clay County, Mississippi",75
"Alcorn County, Mississippi",75
"Itawamba County, Mississippi",75
"Scott County, Mississippi",74
"Winston County, Mississippi",74
"Wilkinson County, Mississippi",74
"Monroe County, Mississippi",74
"Prentiss County, Mississippi",73
"Grenada County, Mississippi",73
"Yalobusha County, Mississippi",73
"Montgomery County, Mississippi",73
"Bolivar County, Mississippi",73
"Chickasaw County, Mississippi",73
"Tishomingo County, Mississippi",72
"Noxubee County, Mississippi",72
"Calhoun County, Mississippi",72
"Washington County, Mississippi",72
"Tallahatchie County, Mississippi",72
"Jefferson County, Mississippi",71
"Humphreys County, Mississippi",71
"Leflore County, Mississippi",71
"Claiborne County, Mississippi",71
"Quitman County, Mississippi",70
"Coahoma County, Mississippi",70
"Holmes County, Mississippi",70
"Issaquena County, Mississippi",69
"Sharkey County, Mississippi",68
"Sunflower County, Mississippi",67
"Gallatin County, Montana",119
"Missoula County, Montana",107
"Flathead County, Montana",103
"Lake County, Montana",98
"Park County, Montana",97
"Yellowstone County, Montana",96
"Carbon County, Montana",96
"Lewis and Clark County, Montana",95
"Stillwater County, Montana",95
"Sweet Grass County, Montana",94
"Madison County, Montana",94
"Sanders County, Montana",92
"Broadwater County, Montana",92
"Ravalli County, Montana",92
"Richland County, Montana",91
"Cascade County, Montana",91
"Beaverhead County, Montana",90
"Jefferson County, Montana",90
"Granite County, Montana",89
"Judith Basin County, Montana",88
"Dawson County, Montana",85
"Chouteau County, Montana",85
"Powell County, Montana",85
"Fallon County, Montana",85
"Musselshell County, Montana",84
"Lincoln County, Montana",84
"Hill County, Montana",83
"Silver Bow County, Montana",83
"Teton County, Montana",83
"Mineral County, Montana",82
"Golden Valley County, Montana",82
"Fergus County, Montana",82
"Valley County, Montana",82
"Daniels County, Montana",81
"Custer County, Montana",81
"Meagher County, Montana",81
"Sheridan County, Montana",81
"Petroleum County, Montana",81
"Phillips County, Montana",80
"Powder River County, Montana",80
"Pondera County, Montana",80
"Toole County, Montana",80
"Blaine County, Montana",80
"Big Horn County, Montana",79
"Liberty County, Montana",79
"Garfield County, Montana",79
"Treasure County, Montana",79
"Deer Lodge County, Montana",78
"McCone County, Montana",78
"Rosebud County, Montana",78
"Wibaux County, Montana",77
"Glacier County, Montana",77
"Carter County, Montana",77
"Roosevelt County, Montana",77
"Prairie County, Montana",76
"Wheatland County, Montana",73
"Currituck County, North Carolina",110
"Dare County, North Carolina",109
"Orange County, North Carolina",108
"Chatham County, North Carolina",108
"Wake County, North Carolina",106
"Buncombe County, North Carolina",106
"Henderson County, North Carolina",103
"Brunswick County, North Carolina",102
"Camden County, North Carolina",102
"Union County, North Carolina",102
"Mecklenburg County, North Carolina",101
"Pender County, North Carolina",100
"New Hanover County, North Carolina",99
"Carteret County, North Carolina",99
"Madison County, North Carolina",97
"Iredell County, North Carolina",97
"Watauga County, North Carolina",97
"Gates County, North Carolina",96
"Durham County, North Carolina",96
"Transylvania County, North Carolina",95
"Polk County, North Carolina",95
"Moore County, North Carolina",94
"Cabarrus County, North Carolina",94
"Lincoln County, North Carolina",93
"Perquimans County, North Carolina",92
"Johnston County, North Carolina",91
"Hoke County, North Carolina",91
"Davie County, North Carolina",90
"Macon County, North Carolina",89
"Jackson County, North Carolina",89
"Harnett County, North Carolina",88
"Granville County, North Carolina",88
"Pasquotank County, North Carolina",88
"Franklin County, North Carolina",87
"Stokes County, North Carolina",87
"Haywood County, North Carolina",87
"Person County, North Carolina",87
"Pamlico County, North Carolina",87
"Onslow County, North Carolina",87
"Alexander County, North Carolina",87
"Catawba County, North Carolina",86
"Gaston County, North Carolina",86
"Yancey County, North Carolina",86
"Mitchell County, North Carolina",85
"Alleghany County, North Carolina",85
"Rowan County, North Carolina",85
"Yadkin County, North Carolina",85
"Guilford County, North Carolina",85
"Clay County, North Carolina",84
"Burke County, North Carolina",84
"Alamance County, North Carolina",84
"Chowan County, North Carolina",84
"Davidson County, North Carolina",84
"Forsyth County, North Carolina",84
"Avery County, North Carolina",84
"Randolph County, North Carolina",84
"Beaufort County, North Carolina",83
"Cherokee County, North Carolina",83
"Graham County, North Carolina",83
"Pitt County, North Carolina",83
"Craven County, North Carolina",83
"Tyrrell County, North Carolina",83
"Wilson County, North Carolina",82
"Caldwell County, North Carolina",82
"Ashe County, North Carolina",82
"Wilkes County, North Carolina",82
"Stanly County, North Carolina",81
"McDowell County, North Carolina",81
"Cumberland County, North Carolina",81
"Swain County, North Carolina",80
"Nash County, North Carolina",80
"Rutherford County, North Carolina",80
"Sampson County, North Carolina",80
"Warren County, North Carolina",80
"Lee County, North Carolina",80
"Columbus County, North Carolina",79
"Jones County, North Carolina",79
"Surry County, North Carolina",79
"Bladen County, North Carolina",78
"Washington County, North Carolina",78
"Caswell County, North Carolina",77
"Greene County, North Carolina",77
"Lenoir County, North Carolina",77
"Northampton County, North Carolina",77
"Hertford County, North Carolina",77
"Wayne County, North Carolina",77
"Hyde County, North Carolina",77
"Martin County, North Carolina",76
"Montgomery County, North Carolina",76
"Duplin County, North Carolina",76
"Cleveland County, North Carolina",76
"Bertie County, North Carolina",76
"Vance County, North Carolina",76
"Rockingham County, North Carolina",75
"Richmond County, North Carolina",75
"Halifax County, North Carolina",74
"Robeson County, North Carolina",74
"Scotland County, North Carolina",73
"Edgecombe County, North Carolina",72
"Anson County, North Carolina",72
"Stark County, North Dakota",98
"Ward County, North Dakota",97
"Burleigh County, North Dakota",97
"McKenzie County, North Dakota",97
"Williams County, North Dakota",97
"Billings County, North Dakota",96
"Oliver County, North Dakota",94
"Cass County, North Dakota",93
"Morton County, North Dakota",93
"Dunn County, North Dakota",91
"Mercer County, North Dakota",89
"Mountrail County, North Dakota",89
"Divide County, North Dakota",88
"McLean County, North Dakota",87
"Grand Forks County, North Dakota",87
"Bowman County, North Dakota",84
"Adams County, North Dakota",84
"Bottineau County, North Dakota",83
"Stutsman County, North Dakota",83
"McHenry County, North Dakota",83
"Burke County, North Dakota",82
"Renville County, North Dakota",82
"Kidder County, North Dakota",81
"Slope County, North Dakota",80
"Barnes County, North Dakota",80
"Hettinger County, North Dakota",79
"Ramsey County, North Dakota",79
"Traill County, North Dakota",79
"Golden Valley County, North Dakota",78
"Foster County, North Dakota",78
"Pierce County, North Dakota",78
"Ransom County, North Dakota",78
"Grant County, North Dakota",77
"Richland County, North Dakota",77
"Sheridan County, North Dakota",77
"LaMoure County, North Dakota",77
"Griggs County, North Dakota",76
"Cavalier County, North Dakota",76
"Sargent County, North Dakota",76
"Nelson County, North Dakota",75
"Eddy County, North Dakota",74
"Wells County, North Dakota",74
"Sioux County, North Dakota",74
"Steele County, North Dakota",73
"Logan County, North Dakota",73
"Towner County, North Dakota",73
"Walsh County, North Dakota",72
"Pembina County, North Dakota",72
"McIntosh County, North Dakota",71
"Dickey County, North Dakota",71
"Rolette County, North Dakota",71
"Benson County, North Dakota",71
"Emmons County, North Dakota",70
"Cass County, Nebraska",97
"Sarpy County, Nebraska",97
"Washington County, Nebraska",96
"Saunders County, Nebraska",95
"Loup County, Nebraska",92
"Seward County, Nebraska",92
"Buffalo County, Nebraska",91
"Lancaster County, Nebraska",91
"Douglas County, Nebraska",91
"Banner County, Nebraska",90
"Hamilton County, Nebraska",87
"Otoe County, Nebraska",86
"Madison County, Nebraska",86
"McPherson County, Nebraska",86
"Hall County, Nebraska",86
"Howard County, Nebraska",86
"Kearney County, Nebraska",86
"Logan County, Nebraska",85
"Wayne County, Nebraska",85
"Lincoln County, Nebraska",85
"Platte County, Nebraska",85
"Butler County, Nebraska",85
"Sioux County, Nebraska",84
"Phelps County, Nebraska",83
"York County, Nebraska",83
"Dodge County, Nebraska",83
"Cheyenne County, Nebraska",83
"Gosper County, Nebraska",83
"Stanton County, Nebraska",83
"Wheeler County, Nebraska",83
"Dakota County, Nebraska",83
"Nemaha County, Nebraska",82
"Cherry County, Nebraska",82
"Scotts Bluff County, Nebraska",82
"Frontier County, Nebraska",82
"Polk County, Nebraska",82
"Dawes County, Nebraska",82
"Cuming County, Nebraska",82
"Chase County, Nebraska",82
"Cedar County, Nebraska",81
"Adams County, Nebraska",81
"Sherman County, Nebraska",81
"Keith County, Nebraska",81
"Boone County, Nebraska",81
"Box Butte County, Nebraska",81
"Arthur County, Nebraska",81
"Perkins County, Nebraska",81
"Pierce County, Nebraska",81
"Garden County, Nebraska",80
"Burt County, Nebraska",80
"Hayes County, Nebraska",80
"Holt County, Nebraska",80
"Thomas County, Nebraska",79
"Gage County, Nebraska",79
"Dawson County, Nebraska",79
"Merrick County, Nebraska",79
"Custer County, Nebraska",79
"Deuel County, Nebraska",79
"Colfax County, Nebraska",79
"Morrill County, Nebraska",79
"Dixon County, Nebraska",79
"Blaine County, Nebraska",79
"Rock County, Nebraska",78
"Valley County, Nebraska",78
"Saline County, Nebraska",78
"Red Willow County, Nebraska",78
"Hooker County, Nebraska",78
"Keya Paha County, Nebraska",78
"Nance County, Nebraska",78
"Garfield County, Nebraska",78
"Johnson County, Nebraska",78
"Harlan County, Nebraska",78
"Brown County, Nebraska",77
"Knox County, Nebraska",77
"Kimball County, Nebraska",77
"Clay County, Nebraska",77
"Webster County, Nebraska",77
"Sheridan County, Nebraska",77
"Pawnee County, Nebraska",77
"Greeley County, Nebraska",76
"Antelope County, Nebraska",76
"Dundy County, Nebraska",76
"Grant County, Nebraska",76
"Fillmore County, Nebraska",75
"Hitchcock County, Nebraska",75
"Richardson County, Nebraska",75
"Thurston County, Nebraska",75
"Boyd County, Nebraska",75
"Franklin County, Nebraska",75
"Jefferson County, Nebraska",75
"Nuckolls County, Nebraska",74
"Furnas County, Nebraska",73
"Thayer County, Nebraska",73
"Rockingham County, New Hampshire",119
"Hillsborough County, New Hampshire",111
"Strafford County, New Hampshire",102
"Carroll County, New Hampshire",102
"Belknap County, New Hampshire",101
"Merrimack County, New Hampshire",101
"Grafton County, New Hampshire",95
"Cheshire County, New Hampshire",93
"Sullivan County, New Hampshire",91
"Coos County, New Hampshire",81
"Bergen County, New Jersey",143
"Hudson County, New Jersey",141
"Morris County, New Jersey",140
"Somerset County, New Jersey",135
"Essex County, New Jersey",135
"Hunterdon County, New Jersey",133
"Monmouth County, New Jersey",130
"Union County, New Jersey",126
"Passaic County, New Jersey",125
"Middlesex County, New Jersey",124
"Cape May County, New Jersey",115
"Sussex County, New Jersey",113
"Ocean County, New Jersey",108
"Burlington County, New Jersey",104
"Mercer County, New Jersey",104
"Warren County, New Jersey",101
"Gloucester County, New Jersey",99
"Camden County, New Jersey",92
"Atlantic County, New Jersey",92
"Salem County, New Jersey",89
"Cumberland County, New Jersey",84
"Santa Fe County, New Mexico",114
"Los Alamos County, New Mexico",106
"Taos County, New Mexico",95
"Sandoval County, New Mexico",94
"Bernalillo County, New Mexico",92
"Lincoln County, New Mexico",89
"Catron County, New Mexico",86
"Rio Arriba County, New Mexico",86
"Valencia County, New Mexico",85
"Doña Ana County, New Mexico",85
"San Juan County, New Mexico",85
"Torrance County, New Mexico",83
"Eddy County, New Mexico",81
"San Miguel County, New Mexico",81
"Lea County, New Mexico",79
"Curry County, New Mexico",78
"McKinley County, New Mexico",78
"Mora County, New Mexico",77
"Grant County, New Mexico",77
"Colfax County, New Mexico",77
"Union County, New Mexico",77
"Roosevelt County, New Mexico",76
"Otero County, New Mexico",76
"Chaves County, New Mexico",75
"Hidalgo County, New Mexico",75
"Socorro County, New Mexico",75
"Guadalupe County, New Mexico",74
"Luna County, New Mexico",73
"Sierra County, New Mexico",72
"Cibola County, New Mexico",72
"De Baca County, New Mexico",70
"Harding County, New Mexico",70
"Quay County, New Mexico",69
"Douglas County, Nevada",127
"Washoe County, Nevada",117
"Clark County, Nevada",111
"Carson City County, Nevada",110
"Elko County, Nevada",103
"Lyon County, Nevada",103
"Humboldt County, Nevada",96
"Lander County, Nevada",95
"Churchill County, Nevada",95
"Storey County, Nevada",94
"Lincoln County, Nevada",91
"Nye County, Nevada",87
"White Pine County, Nevada",85
"Eureka County, Nevada",84
"Pershing County, Nevada",81
"Mineral County, Nevada",79
"Esmeralda County, Nevada",78
"New York (Manhattan) County, New York",259
"Kings (Brooklyn) County, New York",203
"Queens County, New York",181
"Westchester County, New York",166
"Richmond (Staten Island) County, New York",163
"Nassau County, New York",162
"Bronx County, New York",153
"Rockland County, New York",146
"Putnam County, New York",134
"Suffolk County, New York",132
"Orange County, New York",120
"Dutchess County, New York",114
"Saratoga County, New York",105
"Ulster County, New York",105
"Albany County, New York",100
"Columbia County, New York",100
"Warren County, New York",96
"Rensselaer County, New York",94
"Tompkins County, New York",94
"Greene County, New York",93
"Sullivan County, New York",91
"Schenectady County, New York",90
"Washington County, New York",90
"Erie County, New York",90
"Ontario County, New York",90
"Schoharie County, New York",89
"Hamilton County, New York",88
"Monroe County, New York",87
"Essex County, New York",87
"Onondaga County, New York",87
"Yates County, New York",86
"Niagara County, New York",86
"Livingston County, New York",85
"Wayne County, New York",85
"Delaware County, New York",84
"Oneida County, New York",84
"Madison County, New York",84
"Tioga County, New York",84
"Oswego County, New York",82
"Cayuga County, New York",82
"Otsego County, New York",82
"Fulton County, New York",82
